RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH
652,LIBERATOR,Not Charted,35.150175,-75.531261,Low,0
933,ANGLO AFRICAN,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High,0
934,GEMINI,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High,0
935,OCEAN VENTURE,"Wreck - Submerged, dangerous to surface navigation",37.059869,-74.921833,Low,0
936,ZERDA,,37.067542,-75.057147,Low,0
939,UNKNOWN,,37.076756,-75.081761,Low,0
942,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.083475,-75.942983,Low,0
949,UNKNOWN,Not Charted,37.125144,-74.574594,Low,0
953,ROCHESTER,Not Charted,37.166814,-73.966233,Low,0
654,CITY OF BIRMINGHAM,Not Charted,35.166875,-70.882728,Low,0
668,H.C. DREWER,Not Charted,35.254622,-75.338753,Low,0
669,RIO BLANCO,Not Charted,35.26685,-74.299547,Low,0
671,UNKNOWN,Not Charted,35.319539,-75.469461,Low,0
672,UNKNOWN,Not Charted,35.365375,-75.0727,Low,0
673,UNKNOWN,Not Charted,35.379075,-75.333317,Low,0
674,CITY OF ATLANTA,Not Charted,35.391289,-75.336811,Low,0
954,UNKNOWN,Not Charted,37.175144,-74.557928,Low,0
955,BUSTER,,37.177803,-74.762619,Low,0
956,UNKNOWN,Not Charted,37.233475,-74.527928,Low,0
958,UNKNOWN,Not Charted,37.238433,-75.564942,Low,0
959,SUBCHASER 187,"Wreck - Submerged, nondangerous",37.255697,-75.510747,Low,0
960,BIRCH LAKE,"Wreck - Submerged, dangerous to surface navigation",37.255808,-75.620972,Low,41
963,ALICE LORD,Not Charted,37.266833,-71.099442,Low,0
964,UNKNOWN,Not Charted,37.283475,-74.507928,Low,0
965,UNKNOWN,,37.283472,-75.790478,Low,0
968,PACIFIC,"Wreck - Submerged, nondangerous",37.314583,-75.607975,Low,0
969,UNKNOWN,"Wreck - Submerged, nondangerous",37.327917,-75.681308,Low,0
972,W C MAY,Not Charted,37.400158,-71.499458,Low,0
973,ONEIDA USA,Not Charted,37.400153,-72.332828,Low,0
974,HATIE DUNN,"Wreck - Submerged, nondangerous",37.400139,-75.082958,Low,0
975,HAUPPAUGE,"Wreck - Submerged, nondangerous",37.450136,-75.149628,Low,0
675,UNKNOWN,Not Charted,35.398236,-75.115136,Low,0
677,E.J.BERWIND,Not Charted,35.416861,-71.966114,Low,0
678,MORIANA 200,"Wreck - Submerged, nondangerous",35.441847,-75.187919,Low,0
679,UNKNOWN,Not Charted,35.444836,-75.19955,Low,0
680,UNKNOWN,Not Charted,35.468511,-75.477375,Low,0
682,JACKSON,Not Charted,35.483514,-75.249589,Low,0
683,ROBERT H. MCCURDY,Not Charted,35.500183,-73.249506,Low,0
684,L.L.POLLARD,Not Charted,35.500181,-74.166214,Low,0
685,LOUISE,,35.500178,-75.4996,Poor,0
686,H.P. SHORES,Not Charted,35.533514,-73.799531,Low,0
687,UNKNOWN,,35.542672,-75.237867,Low,0
689,DESERT LIGHT,Not Charted,35.583519,-72.799486,Low,0
692,H. COMPTON,Not Charted,35.633514,-73.666194,Low,0
693,RELIANCE,"Wreck - Submerged, dangerous to surface navigation",35.666844,-75.416267,Low,
694,MARLYN,"Wreck - Submerged, dangerous to surface navigation",35.698789,-75.422658,Low,0
695,MIRLO,"Wreck - Submerged, dangerous to surface navigation",35.700178,-75.424603,Low,0
977,CHRIS F,,37.477806,-74.585739,Low,0
979,SAMOA,Not Charted,37.500153,-72.166156,Low,0
980,SWIFTSCOWT,Not Charted,37.500144,-73.049528,Low,0
981,EDNA,"Wreck - Submerged, nondangerous",37.500133,-74.866283,Low,0
983,CAPTAIN TICK,,37.524867,-74.642006,Low,0
984,BARNEGAT,,37.5268,-75.229911,Low,60
986,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.534511,-75.555906,Low,0
987,ALLEGHANY,,37.5368,-75.411308,Low,56
988,HANOVER NO.1,"Wreck - Submerged, nondangerous",37.558467,-74.932953,Low,0
990,UNKNOWN,,37.684486,-74.58715,Low,0
991,A. MCDONALD,"Wreck - Submerged, nondangerous",37.695961,-75.428811,Low,0
992,U-521,Not Charted,37.716806,-73.266206,Low,0
993,UNKNOWN,Not Charted,37.791597,-74.200975,Low,0
994,E.R.SMITH,"Wreck - Submerged, dangerous to surface navigation",37.816792,-75.366308,Low,
995,MADRUGADA,"Wreck - Submerged, nondangerous",37.833458,-74.916286,Low,0
996,P.J. HOOPER,"Wreck - Submerged, dangerous to surface navigation",37.836792,-75.339917,Low,
997,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.850903,-75.265886,Med,12
998,UNKNOWN,Not Charted,37.852369,-74.279619,Low,0
1,R.W. MACDONALD,,39.554278,-75.551033,Low,0
697,ORIENTAL,Wreck - Visible,35.7189,-75.48905,Med,0
698,UNKNOWN,"Wreck - Submerged, nondangerous",35.819897,-74.899861,High,38.5
699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.845675,-75.555444,Med,0
700,U-85,,35.886842,-75.282933,Low,57
702,R.H. WILCOX,Not Charted,35.933506,-73.699533,Low,0
703,ALLAN JACKSON,Not Charted,35.950172,-74.332894,Poor,0
704,ATIK,Not Charted,36.0002,-69.999372,Low,0
705,CAROLYN,Not Charted,36.0002,-69.999372,Low,0
706,POSEIDON,Not Charted,36.000192,-70.999414,Low,0
707,MORMA KITE,Not Charted,36.000175,-73.299517,Low,0
708,WRIGHT 1,Not Charted,36.000156,-75.999639,Low,0
709,OLYMPIC,"Wreck - Submerged, dangerous to surface navigation",36.016836,-75.499611,Low,0
710,VINDEGGEN,Not Charted,36.033519,-71.332764,Low,0
711,PARAQUAY,"Wreck - Submerged, dangerous to surface navigation",36.0385,-75.666286,Low,0
712,ROBERT GRAHAM DUNN,Not Charted,36.066839,-73.532861,Low,0
713,YORK,"Wreck - Submerged, dangerous to surface navigation",36.066839,-75.227936,Low,0
714,UNKNOWN,"Wreck - Submerged, nondangerous",36.083503,-74.716247,Low,0
715,UNKNOWN,,36.093519,-74.926639,Low,0
1000,OLINDA,Not Charted,37.916794,-73.999575,Low,0
1002,UNKNOWN,,37.921683,-74.921294,Low,0
1003,UNKNOWN,,37.929025,-74.935144,Low,0
1004,UNKNOWN,,37.935864,-74.932456,Low,0
1005,UNKNOWN,,37.948911,-74.987533,Low,0
1006,DAVID ATWATER,"Wreck - Submerged, dangerous to surface navigation",37.953069,-75.104469,High,49
1008,BARNSTABLE,"Wreck - Submerged, dangerous to surface navigation",37.970342,-75.146464,Low,5
1009,UNKNOWN,Not Charted,37.971339,-75.146244,Low,
1010,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.975633,-75.165078,Low,40
1011,UNKNOWN,Not Charted,37.991356,-74.820656,Low,0
1012,R.R. DOUGLAS,Not Charted,38.000144,-71.999489,Low,0
1014,UNKNOWN,Not Charted,38.004672,-75.172931,Low,
1015,KRINGSJAA,Not Charted,38.033481,-71.666142,Low,0
1016,SAMUEL G MENG,Not Charted,38.050133,-73.099536,Low,0
1017,UNKNOWN,Not Charted,38.050125,-74.185694,Low,0
716,E.L.MAYBERRY,Not Charted,36.133519,-71.232761,Low,0
717,BRYON D. BENSON,"Wreck - Submerged, dangerous to surface navigation",36.149058,-75.243772,Low,0
718,BELGIAN AIRMAN,Not Charted,36.150169,-74.082886,Low,0
719,UNKNOWN,Not Charted,36.192947,-75.002372,Low,0
720,J.R. BERGEN,Not Charted,36.200175,-72.499483,Low,0
721,UNKNOWN,,36.206414,-74.987028,Low,0
723,EQUIPOISE,"Wreck - Submerged, nondangerous",36.2585,-74.851258,Low,0
724,PINAR DEL REO,Not Charted,36.266833,-73.832878,Low,0
726,BAURQUE,"Wreck - Submerged, dangerous to surface navigation",36.300167,-75.0496,Low,0
728,SNOOPY,,36.340317,-74.947722,Low,0
729,UNKNOWN,,36.344969,-74.914458,Low,0
730,A. ERNEST MILLS,"Wreck - Submerged, nondangerous",36.383492,-75.816306,Low,0
731,SEA HAWK,,36.387608,-74.937842,Low,0
732,UNKNOWN,,36.401014,-75.53015,Low,0
733,OTHO,Not Charted,36.416839,-72.366147,Low,0
734,CHENANGO,,36.460161,-74.942933,Low,100
735,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.368444,-75.051292,Med,0
736,HENRIK LUND,Not Charted,36.500178,-71.482778,Low,0
738,VINLAND,Not Charted,36.533494,-73.966222,Low,0
739,UNKNOWN,"Wreck - Submerged, nondangerous",36.540486,-75.865336,High,0
740,UNKNOWN,"Wreck - Submerged, nondangerous",36.561792,-75.867811,High,0
1019,ST. AUGUSTINE,Not Charted,38.066792,-74.099581,Low,0
1020,UNKNOWN,Not Charted,38.079739,-74.592833,Low,0
1021,THURSOBANK,Not Charted,38.083508,-68.499353,Low,0
1023,GORDAN S COOK,Not Charted,38.090675,-74.810169,Low,
1024,UNKNOWN,Not Charted,38.090692,-74.630908,Low,0
1026,SAN GIL,Not Charted,38.101786,-74.616272,Low,0
1027,UNKNOWN,Not Charted,38.148808,-74.947222,Low,0
1028,COURAGEOUS,Not Charted,38.169839,-75.037125,Low,0
1029,UNKNOWN,Not Charted,38.189017,-75.006289,Low,0
1030,UNKNOWN,Not Charted,38.222278,-74.7606,Low,0
1031,SAITIA,Not Charted,38.223172,-74.755722,Low,0
1032,SAITIA (1 PART),Not Charted,38.223172,-74.761278,Low,0
1033,UNKNOWN,Not Charted,38.224072,-74.755619,Low,0
1034,S.G. WILBUR,Not Charted,38.241783,-74.747944,Low,0
1035,ESTHER ANN,Not Charted,38.265392,-75.034347,Low,0
1036,UNKNOWN,Not Charted,38.26905,-74.8784,Low,0
1037,UNKNOWN,Not Charted,38.277408,-75.018725,Low,0
1038,UNKNOWN,Not Charted,38.282892,-75.034625,Low,0
1039,UNKNOWN,Not Charted,38.283161,-75.033586,Low,0
1040,ALTAIR,Not Charted,38.283456,-74.132917,Low,0
1042,CARPENAS,Not Charted,38.283447,-75.028792,Low,0
61,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.711794,-75.119631,Low,0
62,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.911789,-75.024625,Low,0
741,U-548,Not Charted,36.566828,-73.999558,Low,0
742,UNKNOWN,,36.596825,-74.999606,Low,86
746,UNKNOWN,"Wreck - Submerged, nondangerous",35.646833,-75.894264,High,0
1043,JONES PORT,Not Charted,38.292614,-74.999622,Low,0
1044,UNKNOWN,Not Charted,38.294281,-75.006369,Low,0
1045,C.W.CHURCH,Not Charted,38.300147,-70.966117,Low,0
1046,HARPATHAN,Not Charted,38.300122,-73.999575,Low,0
1047,UNKNOWN,Not Charted,38.324192,-74.966731,Low,0
1048,ESTER ANN,Not Charted,38.350114,-74.666275,Low,0
1049,UNKNOWN,Not Charted,38.350861,-74.895894,Low,0
1050,CITY OF ORLEANS,Not Charted,38.352892,-74.880172,Low,0
1051,UNKNOWN,Not Charted,38.356219,-74.895792,Low,0
1052,UNKNOWN,Not Charted,38.365772,-74.771181,Low,0
1053,CARPENDER,Not Charted,38.378444,-74.979622,Low,0
1054,UNKNOWN,Not Charted,38.384208,-74.979942,Low,0
1055,SEA SKIP,Not Charted,38.404278,-73.746378,Low,0
1056,UNKNOWN,Not Charted,38.409633,-74.701278,Low,0
1057,ELIZABETH PALMER,"Wreck - Submerged, dangerous to surface navigation",38.412114,-74.836783,High,54
1058,HVOSLEF,Not Charted,38.416781,-74.699608,Low,0
1059,W.L. STEED,Not Charted,38.416778,-74.999622,Low,0
1060,UNKNOWN,Not Charted,38.429922,-74.389014,Low,0
1061,W L STEED,"Wreck - Submerged, dangerous to surface navigation",38.430614,-74.767947,High,57
1062,UNKNOWN,Not Charted,38.431367,-74.956628,Low,0
1063,UNKNOWN,Not Charted,38.431917,-74.767283,Low,0
1064,UNKNOWN,Not Charted,38.432003,-74.768225,Low,0
1065,T.J. HOOPER,Not Charted,38.435117,-74.394594,Low,0
1066,UNKNOWN,Not Charted,38.441778,-74.774611,Low,0
1067,UNKNOWN,Not Charted,38.441778,-74.987956,Low,0
1068,RELIANCE,Not Charted,38.450111,-75.049625,Low,0
1069,UNKNOWN,,38.456222,-74.939619,Low,6
1070,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.456778,-74.935175,Low,8
1071,WASHINGTONIAN,"Wreck - Submerged, dangerous to surface navigation",38.457114,-74.785281,High,61
1072,UNKNOWN,Not Charted,38.457333,-74.934064,Low,0
1073,UNKNOWN,Not Charted,38.461767,-74.649958,Low,0
1074,UNKNOWN,Not Charted,38.462183,-74.925194,Low,0
1075,UNKNOWN,Not Charted,38.462272,-74.820031,Low,0
1076,JOSEPH E. HOOPER,Not Charted,38.4665,-74.980178,Low,0
1077,UNKNOWN,Not Charted,38.467519,-74.979444,Low,0
1078,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.480669,-74.5296,Low,90
1079,MOONSTONE,,38.484281,-74.544044,Low,77
1080,UNKNOWN,Not Charted,38.485775,-74.544439,Low,0
1081,UNKNOWN,Not Charted,38.495425,-74.669208,Low,0
1083,UNKNOWN,Not Charted,38.509231,-74.681231,Low,0
1084,NINA,"Wreck - Submerged, dangerous to surface navigation",38.508831,-74.842308,High,62
1085,UNKNOWN,Not Charted,38.511936,-74.718114,Low,0
1086,UNKNOWN,,38.514836,-74.521267,Low,73
1087,UNKNOWN,Not Charted,38.516347,-74.5223,Low,0
1088,UNKNOWN,Not Charted,38.530603,-74.564764,Low,0
1089,UNKNOWN,,38.533447,-74.559878,Low,104
1090,INDIA ARROW,Not Charted,38.558456,-73.834569,Low,0
1091,UNKNOWN,Not Charted,38.561594,-73.825756,Low,0
1093,UNKNOWN,Not Charted,38.577614,-74.698028,Low,0
1094,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.582758,-74.745767,High,58
1095,CHEROKEE,"Wreck - Submerged, nondangerous",38.59825,-74.658167,High,79
1096,UNKNOWN,Not Charted,38.599278,-74.658528,Low,0
1098,UNKNOWN,Not Charted,38.608444,-74.924617,Low,0
1099,UNKNOWN,,38.612611,-74.916283,Low,0
1100,UNKNOWN,Not Charted,38.61505,-74.948517,Low,
1101,BARGE 887,"Wreck - Submerged, dangerous to surface navigation",38.616642,-74.930369,High,47
1102,UNKNOWN,Not Charted,38.624667,-75.020344,,
1103,UNKNOWN,Not Charted,38.625994,-74.863094,Low,0
1106,UNKNOWN,Not Charted,38.639883,-74.399142,Low,0
1107,UNKNOWN,Not Charted,38.641728,-74.547472,Low,0
788,UNKNOWN,,36.862092,-75.766864,Low,56
1108,UNKNOWN,Not Charted,38.643619,-74.409122,Low,0
1110,UNKNOWN,Not Charted,38.660114,-74.442928,Low,0
1111,F. ROSENER,,38.666797,-72.232839,Low,0
1112,S-5 USS,,38.666783,-74.132914,Low,140
1113,UNKNOWN,Not Charted,38.667056,-74.355158,Low,0
1114,UNKNOWN,Not Charted,38.672431,-74.136883,Low,0
1116,UNKNOWN,Not Charted,38.673994,-74.487642,Low,0
1117,UNKNOWN,,38.675947,-74.452094,Low,90
1118,UNKNOWN,Not Charted,38.675953,-74.454397,Low,0
1119,UNKNOWN,Not Charted,38.676675,-74.452286,Low,0
1120,UNKNOWN,Not Charted,38.678908,-74.494606,Low,0
1121,UNKNOWN,Not Charted,38.688733,-74.136147,Low,0
1122,SARGEANT,Not Charted,38.694,-75.012953,Low,0
1123,THOMAS TRACY,Not Charted,38.700111,-75.066289,Low,0
1124,UNKNOWN,Not Charted,38.706542,-74.616581,Low,0
1125,HARRY K. FOOKS,Not Charted,38.710111,-74.996286,Low,0
1128,UNKNOWN,"Wreck - Submerged, nondangerous",38.743717,-74.610814,High,97
6826,MARY L. LEWIS,"Wreck - Submerged, dangerous to surface navigation",37.283472,-75.666308,Low,0
6827,GEE-BEE-GEE,"Wreck - Submerged, dangerous to surface navigation",37.28375,-75.700475,Low,0
6828,ALCEE,Wreck - Visible,37.302236,-75.769669,High,0
6829,OSPREY,"Wreck - Submerged, dangerous to surface navigation",37.133475,-75.862981,Low,0
6830,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.170142,-75.819644,Low,0
6874,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.353667,-75.434028,High,27
7196,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.561222,-75.215742,Poor,0
7197,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.589,-75.204353,Poor,0
7198,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.632333,-75.097681,Poor,0
7199,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.687889,-75.099625,Poor,0
1440,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.816417,-75.380689,High,0
1442,UNKNOWN,Wreck - Visible,39.821917,-75.342772,High,0
1443,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.826389,-75.354356,High,0
1444,UNKNOWN,Wreck - Visible,39.827861,-75.347967,High,0
1446,UNKNOWN,Wreck - Visible,39.830681,-75.342828,High,0
1450,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.833444,-75.3663,Low,0
2423,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.867783,-75.057217,Med,65
2424,USS BONE,"Wreck - Submerged, dangerous to surface navigation",37.763163,-75.197096,High,47
2427,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.450136,-75.627978,Low,0
2428,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.470136,-75.656314,Low,0
2432,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.800125,-75.246303,Low,
2433,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.833458,-75.182967,Low,
2434,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.899539,-75.328806,Med,0
2435,LIKI TIKI,"Wreck - Submerged, nondangerous",37.166825,-72.032811,Low,0
2436,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.460733,-75.566269,Med,0
2437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.585178,-75.456267,Low,0
2438,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.590178,-75.458767,Low,0
2439,LAURA A. BARNES,"Wreck - Submerged, dangerous to surface navigation",35.845175,-75.559944,Low,0
2440,TEENS TOW,"Wreck - Submerged, dangerous to surface navigation",36.200164,-75.649625,Low,0
2441,UNKNOWN,Wreck - Visible,36.249328,-75.779633,Low,0
2476,GULF RAMBLER,"Wreck - Submerged, dangerous to surface navigation",38.314753,-75.084989,Med,0
2420,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.815125,-75.061294,Low,
2442,UNKNOWN,Wreck - Visible,36.360492,-75.819969,Low,0
2443,UNKNOWN,"Wreck - Submerged, nondangerous",36.258497,-75.466286,Low,0
2444,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.566844,-75.460711,Med,0
2445,ORIENTAL,,35.847342,-75.561611,Low,0
1330,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.356256,-75.450411,High,33
1342,UNKNOWN,Wreck - Visible,39.385675,-75.426697,High,0
1608,STORMY,"Wreck - Submerged, dangerous to surface navigation",36.863481,-75.783475,High,0
1362,UNKNOWN,Wreck - Visible,39.450944,-75.508256,Low,0
1363,UNKNOWN,Wreck - Visible,39.455333,-75.524817,Low,0
1370,UNKNOWN,Wreck - Visible,39.471361,-75.574786,High,0
1376,SEA NYMPH,"Wreck - Submerged, dangerous to surface navigation",39.533444,-75.566036,Low,1
1377,PHOENIX,Wreck - Visible,39.536883,-75.540431,High,0
1382,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.584675,-75.572161,High,0
1396,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.638328,-75.575256,High,16.54
1397,UNKNOWN,Wreck - Visible,39.639297,-75.596725,High,0
1400,UNKNOWN,Wreck - Visible,39.656703,-75.564544,High,0
1402,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.663172,-75.526117,High,0
1403,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.665675,-75.523997,High,0
1404,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.665992,-75.523567,High,0
1407,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.669031,-75.51435,High,0
1408,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.669833,-75.514086,Med,0
1412,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.710667,-75.518253,Med,0
1414,UNKNOWN,Wreck - Visible,39.730411,-75.534156,Low,0
1416,UNKNOWN,Wreck - Visible,39.732528,-75.560278,Low,0
13594,LIKI TIKI,"Wreck - Submerged, dangerous to surface navigation",37.166806,-75.032944,Poor,
13596,MISS DIANA,"Wreck - Submerged, dangerous to surface navigation",36.021833,-75.636286,Med,
14103,WRECK,"Wreck - Submerged, nondangerous",36.945947,-75.958436,High,71
12994,TIGER,"Wreck - Submerged, dangerous to surface navigation",36.765152,-75.771309,Med,43
13809,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.822906,-75.376381,High,5.49
13810,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.42865,-75.525253,High,9.74
13811,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.416203,-75.51115,High,10.6
12233,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.565489,-75.561881,High,10.2
12234,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.5738,-75.576447,High,12.96
12274,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.265061,-75.347383,High,24
12287,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.081031,-75.218386,High,15.09
